0,1,2,3,4,5,6,7,8
FAM47E-STBD1-1,RP11-572O17.1,UBXN7,RGS9,FBXO25,SLC15A4,DPY19L3,POLD3,RP11-298J20.3
RP4-583P15.15,AC074138.3,LPP,ZBTB5,KLHL20,TRPV2,SNRNP48,C19orf52,RP11-875O11.1
RILPL1,OSBP,ZNF623,RP11-730K11.1,PGGT1B,PHF6,CHRNE,NIP7,ZNF354C
TSPAN7,RP11-325F22.2,C2CD5,NOS3,MARCH5,GBGT1,RP11-418J17.1,LPP,RP6-99M1.2
BEND4,UROD,LARP4,RP11-78O7.2,EXOG,PDE12,UBXN2A,PIGC,STARD8
ANKRD18B,TMEM251,METTL1,ZNF717,SNHG12,TP53,STAT6,ATP6V1A,SPIN3
LINC00968,C5orf66,TBC1D14,MB21D2,ARL16,SIK3,MFGE8,NCOA2,RP11-258C19.7
GS1-114I9.1,ZFYVE19,ABAT,PAXIP1-AS1,ACTL6A,BCOR,ESCO1,PTCD3,RP11-348F1.2
LNP1,ARHGAP17,CBY1,ADIPOR2,ESYT2,ATP6V0A2,CHAF1B,CTR9,TIGD3
LINC00630,DHDDS,NBR1,ALDOC,REC8,SMAD3,DEAF1,CRK,MAGIX
RP11-560J1.2,MEF2A,GMIP,AD000090.2,BMS1,MIS18A,DHRS11,CHI3L2,RP11-867G23.8
CCDC136,DDOST,ARID2,RNLS,RANGRF,PRPF4B,HIATL2,TSR1,GPR34
ECT2,DCAF16,TMEM25,RP11-85A1.3,RAB18,ZNF780A,GEMIN5,TRRAP,NAP1L2
LINC00106,SBF1,CAB39,NRL,SPPL2A,KLHL9,STK4,GPATCH2,CXorf23
SNORA40-1,RP11-134P9.3,SMUG1,CTD-2538C1.2,SCD,VHL,ATP10A,SNAPC2,REPS2
FAM154B,FOXO4,GATSL3,LRRK1,GS1-114I9.1,NUDCD1,DNAL1,SAMD8,AP003419.16
CTB-129P6.4,FLVCR1,ZXDB,ZNF28,PPP2R3A,MVD,PLEKHA5,LINC00667,FBLN2
SENP8,SLC22A5,TM7SF2,CASK,RP11-568N6.1,RP11-282O18.3,INVS,SCAF1,CCND1
BAMBI,MRPL38,ME3,TMEM120B,H1FX-AS1,OTOA,FAM228B,TDG,NEK11
SAMD14,BMPR2,USP3-AS1,CTD-2037K23.2,RNU11,PDE8B,PAQR4,ZCCHC17,UCP3
RP1-223E5.4,RYBP,RP5-1007M22.2,ZNF275,PDE8B,LL22NC03-86G7.1,EXO5,SNORD3B-2,EDA
AC011747.4,ERCC5,TMIE,GET4,DDTL,RP11-277B15.3,ADAR,LRRC8A,RP11-176H8.1
RP1-257A7.5,ZC4H2,REV3L,CHM,NPIPB6,BZW2,TOP2B,ATXN7,RP11-582J16.5
ANKRD23,PHF2,WBP2NL,RAPGEF2,RP4-789D17.5,C2orf62,PSMD1,ARL4A,SLC51A
IFT81,HSPA1B,RFPL2,AC145212.1,CTD-2555O16.4,RP11-338C15.3,COQ6,MAP2K3,CTD-2007H13.3
AD000671.6,GEMIN7,HSD11B1,CPNE8,MINOS1-NBL1,CYP4F22,C17orf75,OBFC1,SLCO4C1
CTB-118N6.3,TMLHE,FANK1,GPR82,AL136376.1,PCM1,PTPN2,FBXO21,RP11-297N6.4
RP11-580I16.2,LRRC24,SPATA7,QRICH1,ARHGEF4,PACSIN2,ACAT1,PCBP1-AS1,CMC4
RP11-647K16.1,TACR2,ASAH2,FAM160B1,LINC00299,TMOD2,WARS2,HMCES,PLXNA3
ALS2CR12,LINGO3,ZC3H14,GSTM4,ZNF70,RBKS,RBM38,HMGCS1,AL627309.1
VPS9D1-AS1,C2orf27A,SLC30A4,TPK1,CTD-2616J11.2,HEATR5A,LPP,ITPKB,MRVI1-AS1
GVQW1,FKBP9,HOOK1,FEM1C,PHLPP1,CD3EAP,MED23,LRRC26,AC116366.6
CTC-444N24.6,RP13-131K19.6,AC159540.1,CHST14,KCNJ14,SETBP1,OSBPL3,CDC6,CDCA5
TMEM169,OSR2,RAB11FIP5,FAM220A,CTD-3064H18.1,BANP,CPEB4,SCT,RP11-430H10.1
ANKRD50,SGPP2,THUMPD3,ZNF654,TMOD1,YY1,BCS1L,LHFP,HARBI1
INTU,RP3-329E20.2,CRCP,ARV1,RP11-513M16.8,STRIP1,WBP1L,BIN1,LPP-AS2
ZNF70,CTD-2012J19.3,N4BP1,AHDC1,PDE2A,SPATA13,SIKE1,SPG11,RP11-215P8.3
NKD1,C1orf177,BHLHE40,RBM12B,TMEM136,EFTUD1,PLA2G12A,UBLCP1,MAP6D1
RPGRIP1L,CEMP1,KPNA4,ALAD,SYNM,WASL,HMCES,SLC38A5,ARMCX4
RBM12B-AS1,SHCBP1,FAF2,PCNXL2,XYLB,SPATS2L,RHBDD3,LYAR,ANKS6
DAB1,RP11-544A12.4,NINJ2,A1BG-AS1,CTD-3065J16.9,MAML2,SLC30A1,SMEK1,AC097713.4
RP11-758P17.3,RP11-10C24.1,SCAI,BAIAP2,RP11-511B23.1,ATF1,USP25,STAG2,GTF3C4
CTD-3065J16.9,AQP10,MRPL32,ALG14,CTD-2350C19.2,RAB11FIP2,TTC31,CAMK1,RP11-798G7.6
AC004158.2,FAM209A,C18orf25,MED19,GOSR1,GPR107,PDSS1,IPCEF1,ITPKC
TRPV3,CTD-2085J24.4,NF1,ZNF146,RP5-1057J7.6,PIGU,TBC1D22A,ZNFX1,DYSF
RP11-195F19.9,C1orf115,MYPOP,SIK3,TSPAN7,ACAP3,STK32C,ITGA5,EPB42
RP11-438L19.1,PROC,TOP1,TCEANC2,GPR124,ZDHHC16,PEX14,SCLT1,MIR497HG
RP11-227D13.4,CELSR1,ITGB1BP1,MRM1,ALS2CR12,PSTPIP1,PHF21A,LEPRE1,PIK3R3
RP1-224A6.3,BHLHE40-AS1,OSBP,CTD-2260A17.2,FAM47E-STBD1-1,C2orf42,KRCC1,BICD2,TST
GRB10,SLC12A5,FAM168B,RP11-345J4.5,CTD-2532N20.1,C11orf68,U2SURP,MAP3K8,SLC16A13
PPP2R3A,AC015971.2,TP73-AS1,C11orf71,PRR7-AS1,UBE2T,LANCL1,PRIMPOL,SOX15
KCNAB3,CTC-518P12.6,ZNF628,C2orf74,OVGP1,LGALS8,UTP14A,TFAP4,TMEM88
AL136376.1,RP11-452H21.4,KRT18,TMEM223,PIFO,USP24,TMEM234,ANKLE2,ITGA3
RP11-339B21.13,EPHB3,DCAF16,SNAPC3,SERINC4,MMGT1,GATA3,EP400,NBPF3
KRT73,CTIF,PXN-AS1,ARHGEF37,RP1-90J20.12,DUSP11,GPSM3,AGFG1,CCDC157
PCBP3,CTD-3154N5.1,PPP2R5E,DAG1,RP11-162A12.2,MPHOSPH9,RAD17,UBXN6,AC025335.1
FAM151B,ARC,ANKRD27,HES1,AC006129.1,FAM76B,RANBP9,AGPAT2,OIP5
ABLIM2,RP11-458D21.6,STK39,SAMD10,RP1-223E5.4,ZBTB11,SH3D19,SIRPA,ZNF155
AGAP5,RP11-930P14.2,DHDDS,SCAI,RP11-95D17.1,MTX1,SPICE1,FAM174A,PVR
OVGP1,AP006222.2,UQCR10,MED14,ZFPM1,VPS13A,ZNF275,INIP,TTC28
KLHL11,CTD-2201I18.1,FAHD2A,FXYD7,RP11-803B1.8,SLC20A1,ZNF337-AS1,MEX3B,LGR6
CTD-2350C19.2,SCIN,AGPAT4,LRRC61,ALDH6A1,GGCT,ZNF510,CCNB2,RP4-798A10.2
LINC00304,ZGPAT,SLC35A5,RN7SL1,ANKRD23,ABCC1,RP4-673M15.1,P2RY6,TMEM51
CITF22-92A6.1,PPT2-EGFL8,RANGAP1,LY75,PARK2,RP11-8L8.2,THAP8,UBE3C,ARHGAP33
CTD-2666L21.1,SURF2,SMAD3,CD2AP,THTPA,GPR133,MASTL,TRIP13,RP11-74E22.3
C15orf26,HOXA-AS2,TBRG4,CSNK1E,SLC26A1,KAZALD1,TJAP1,CD2AP,GNAL
GPR124,KIAA1211L,SEPHS1,ACOX3,DPY19L2,CTD-2619J13.14,CSGALNACT2,ZCCHC8,EFCAB7
AC073072.5,RP11-656E20.5,FBXL16,OXR1,PLD1,RUSC1-AS1,P2RY11,METTL8,CAMKK1
RP11-336K24.12,ADD2,RNF2,PIM3,RP11-15H20.7,RP11-483P21.2,RP11-809O17.1,LARP1B,MEF2BNB-MEF2B
AC009501.4,RPL34-AS1,TSHZ1,TRMT10C,UNC45B,PIWIL4,IL1RAP,ATF7IP2,LINC00663
MTERFD1,RP11-212I21.4,KEAP1,RP5-882C2.2,GRB10,RP11-701P16.2,ATP6V0E2,LPIN1,RP13-516M14.1
CISD1,PDE5A,PWP1,NFKB1,GP6,SLBP,KLHL12,ZFAND1,CCNE1
LRP2BP,C5,EXOC6B,CAMSAP1,RP11-326C3.2,RP11-452C13.1,PEX3,NARG2,TBC1D24
CCNC,RP11-356N1.2,NIPA1,PHF8,AURKC,STS,ISYNA1,BTN3A1,RP11-309G3.3
AKAP8L,TRAIP,ARHGEF19,SRRD,KRT73,SLC6A12,ZNF781,JUP,RGL1
TARSL2,RND1,TMEM161B,SLC37A4,TTC4,CDADC1,MRPL24,USP22,RP5-1050D4.3
RNF6,CTA-407F11.8,CTD-2287O16.5,RP11-63P12.6,NUGGC,ERLIN1,C19orf40,ZBTB8OS,GALR2
DYNC1I2,HIF1AN,FAM201A,MED15,KNTC1,FRY-AS1,CDC73,UBA6,NAA60
AKAP17A,C6orf229,C16orf52,C5orf24,AGAP5,ROCK2,SPTLC2,ANAPC10,TEF
EXOC5,PLIN5,RCHY1,PAF1,AE000662.92,FAM109A,TOR3A,PANK4,SGCA
TFPT,ALDH4A1,IFIT5,SOX4,LINC00304,MDH1,ABCB10,PPP6C,TCL1B
GPATCH2L,BRSK1,CCNT2,C4orf29,RP11-647K16.1,LBR,ZNF836,CDPF1,IL12RB2
FBXO18,AC004540.5,NIFK-AS1,VBP1,SPDYA,TMEM63B,MAP4K5,USP36,FAM89A
TBP,RP11-624C23.1,ETFDH,TNFRSF10A,PPP1R32,TBC1D14,MXD3,WDR62,HIST3H2A
MRPL3,RP11-803D5.4,PPP1R3E,DCAF16,LSM11,WDR44,DDX11,VPS13D,ZNF135
FAM219B,GAS2,TRAK2,STK11,RP11-559M23.1,RP11-134P9.3,PAQR3,IL1R2,CCSAP
DCAF6,RFPL1S,XXYLT1,GPATCH3,RP11-392P7.6,HEATR3,STAM,SLC41A2,ZNF417
FAM63B,ATP2A1,TOMM34,SLC46A3,ZNF777,SH2D1B,SLC35F5,DEPDC1B,KDM8
B9D2,CTD-2196E14.4,MRPS6,DNPH1,MXRA7,SLC38A9,ILVBL,CENPA,SLC5A10
CHD7,ZFP28,FKBP2,NBPF1,GRIK4,MTX2,CITED2,ASPM,CCL4L2
ATP13A2,KCNH3,FAM210A,SYNRG,RP11-266J6.2,THOC5,WDR76,TPX2,ZNF416
UTP14A,MIR3615,PRMT1,CAMKMT,STON2,NSRP1,PSD4,GTSE1,ARL17A
ZADH2,RASA4B,DDI2,MBD5,SLC27A2,PTER,CUEDC2,MIOS,MYO1D
TUBGCP6,PCSK6,TRAPPC11,ZNF568,DAPK2,WDR59,RFX2,UBL4A,ZNF543
C14orf142,CD1B,HCLS1,TNRC6A,DSCR9,ACSF2,TMED7,IFI35,RP11-355B11.2
NUPL2,ZNF724P,ZUFSP,CRADD,INTU,SLC9A1,ZFR,PMM1,ZNF667
SLC39A6,RP11-863K10.7,SP140L,SLC37A3,POMT2,EZH1,ZFP62,SMIM13,XRCC3
COASY,RP3-462E2.5,HIST1H2BD,MEN1,C14orf79,APOM,APOL2,MAEA,AC009299.3
SCYL3,AVEN,HEATR6,GOLGA2,LIPC,GATAD1,GTF3C3,GNG2,RP11-894P9.1
MADD,RP11-23P13.7,GSTT1,RSPRY1,PRKAR2A-AS1,PLCL2,C11orf68,KLHL8,C1orf172
ZBED5,RAPH1,NFXL1,SCIMP,RP11-46H11.3,AP1B1,LRCH1,PDE4DIP,LIM2
PPP2R2A,TRIM74,ZNF776,TANK,CYP4F35P,SFXN5,RAB4A,GM2A,CLDND2
RFXAP,OMG,NTHL1,KLHL18,RP11-105N14.1,ACSL5,BPNT1,TIFAB,ZNF670
SCAMP4,PMP22,GPATCH8,NOTCH2,MLLT4,IRGQ,TRIM14,CENPV,RP11-474G23.2
LINC00998,RP11-264L1.4,EXOC6,NKAPL,ADAM22,SLC16A7,PRDX4,IFIT1,DBF4B
C20orf196,AC007285.6,GALNT6,ZNF286A,SYCP3,SLC46A3,USP53,CPT2,ACVR2A
SPIDR,ABTB2,TARS2,NUDT17,CTC-454I21.3,STX6,KCTD20,APOO,NAGS
ERCC4,LRRC37A2,LTC4S,RP5-1085F17.3,MIR181A2HG,FPGT,TLR2,ZNF609,RP5-864K19.4
YTHDF1,RP11-873E20.1,MBNL2,ASTN2,FBXO36,COG5,APC,TMEM192,SNIP1
SRSF10-1,USP27X,GGACT,CDCA5,CTD-2666L21.1,ARFRP1,CHCHD6,UNC50,TVP23C
PPOX,CSRP2,CEP97,RP11-298J20.3,MAGI3,CCDC117,FAM69A,RALGAPA2,RP11-385D13.3
CWF19L1,RP11-529K1.4,RP11-299J3.8,C4orf36,TGFBR3L,MICA,SNRPC,MSRB3,CTD-3193K9.4
EFR3A,OPLAH,USP46,RP11-474G23.2,TMPRSS11E,NCAPH2,MAPK1IP1L,DSCC1,ZNF286A
RNF185,C22orf43,SARM1,RP5-943J3.2,RP11-134G8.7,NCBP1,THOC6,AP001469.9,DEGS2
PATL1,LATS2-AS1,NEK1,TPRN,MYOM1,HECA,RAB11FIP2,AC009005.2,TUBG2
RUNDC1,RIMS3,INO80C,POPDC2,ABCG2,ZNF460,PRKAB1,SEZ6L,RP11-1008C21.1
GNB5,FGF14-AS2,AC062017.1,HMGN3-AS1,RAPGEFL1,POLR2K,HOMEZ,CDK1,LRRC48
SNHG10,RP11-317J10.2,ZNF281,SLC37A2,ZKSCAN2,PID1,LRRFIP1,FAIM,EPHX1
SLC9A8,PLGLB1,ZNF525,MSH5,RP4-549L20.3,HPRT1,NME7,ACBD3,INSL3
FLAD1,MATN1,MIR4458HG,C1orf172,RP11-336K24.12,PMM1,CA5B,RPAIN,DMKN
COG3,FAM167A,DUSP18,CAMKK1,LGALS4,TOR1AIP2,C12orf29,SLC10A3,SLC24A1
HMBS,TLR3,SAYSD1,CTD-2007H13.3,ZNF57,GLI4,ABHD15,ADCK2,ZNF443
TBC1D19,NSUN7,USP38,ZNF823,CALCRL,TUBG1,SMAD2,LYRM5,ANPEP
ST6GALNAC4,CABLES1,PAGE5,FBLN2,HSF4,CCDC96,MECR,RYBP,C1orf233
PIP4K2C,RP11-731C17.2,RP11-429E11.3,RP11-355B11.2,AC005253.4,SLC35A1,CCNT1,KCNN4,7SK-2
SFT2D3,C19orf77,KIAA1107,CTD-2256P15.4,RP11-379K17.12,ORC1,BLMH,MAFB,ZNF490
RDH5,AC137934.1,CHRNA1,ARMCX4,RP1-261D10.2,NID1,ACBD4,ZBTB14,L3MBTL1
RP11-327P2.5,FOXN3-AS1,TMPRSS3,DKFZP434E1119,ZNF300,AC009403.2,KMT2C,SOD2,MCM8
TMX2,NRN1L,CCR9,CCDC157,AK4,APTX,MAP9,RDH11,ADAT3
BTBD7,TCAP,CYP2J2,AC116366.6,ANKRD34B,TMTC1,KTI12,RMDN3,LDHD
USP33,AC093642.3,RP11-666A20.4,CDC7,LINC00630,AP1S3,PEX11B,IDO1,ATAD3C
DCP1B,CTD-2659N19.9,BOP1,ZNF443,KARS,OTOF,MUL1,RP1-3J17.3,CDC7
EP400NL,RP11-196G11.2,ZACN,RP5-1050D4.3,RP11-932O9.7,THNSL2,LMF1,ZNF487,ZNF442
NUP107,RP1-140A9.1,TAB2,NETO2,NEUROD2,CPT1B,DYNC1LI1,AXL,RP5-1085F17.3
ALG8,RP11-361D15.2,MAN2A1,STARD8,COX6B2,SH3D19,GPATCH4,AGPS,RP5-1125A11.1
ZFP14,CTC-507E2.1,SMIM11,ARL6,RP11-390F4.3,ING1,MYO15B,CANT1,RP11-104N10.1
CTC-444N24.11,RP11-161M6.3,USP42,ZNF852,OOEP,SECISBP2,RRM1,CRIP3,SMPD3
PGS1,PEBP4,MSMO1,AC093388.3,ZNF223-1,STYX,ZNF664,PLK1,RP11-76E17.3
DNMT1,CCDC62,FLYWCH2,ADAT3,FAM131A,EIF1AD,PCF11,NUF2,RP5-1103G7.4
BRPF1,DOCK4,FLCN,OIP5,LRFN3,SMAD4,NSUN6,LY6E,ZNF823
FAM50B,RP11-225H22.7,ARHGAP1,LPP-AS2,GHDC,UTY,TMEM204,IDNK,RP4-583P15.10
GEMIN4,C10orf111,FBXW2,RP11-1008C21.1,PTCHD3P1,TMTC4,AC007228.9,TSPAN3,CHTF18
ZNF7,FRMD4A,MAP3K6,ZNF841,COX16,WAPAL,DHX38,JOSD1,NUDT17
CREM,CBX2,PCED1A,UBAC2-AS1,CHEK1,GSK3B,DDX47,USP47,ZSWIM1
NAPB,L3MBTL4,ZNF671,KDM8,AFAP1,ARID1B,ZNF184,PARP4,PDP2
LINC00426,CTD-2516F10.2,RPTOR,RP11-131L23.1,NDUFB2-AS1,PRDM2,RFESD,C5orf45,LRRIQ3
RP11-58E21.3,GNMT,NMB,ZSWIM1,ZNF418,ENDOD1,CATSPER2,IL10RA,FAM3B
MYBBP1A,UPK2,ADHFE1,RP11-326F20.5,FAM21B,CHD6,DFNB31,NDUFAF1,AC093388.3
RBM4B,CTD-3093M3.1,PLEKHA1,NANP,TRAF3IP2-AS1,TOR4A,DHX58,RNASE2,LOXL1
SMARCAD1,CTB-178M22.2,DAXX,C8orf31,ZNF845,PCCB,PPP4R1L,RP11-598F7.3,OSGIN1
YIPF2,RP1-151F17.1,DNAJC16,BACE1,MAN1A1,STAG1,IKZF1,UBE2C,NANP
ZNF250,RP11-977G19.12,SLCO3A1,XRCC3,FAM228B,SLC4A2,LRRC29,PEX19,PLEKHG4
TRAF3IP2,EFEMP2,FAM115C,RP11-430H10.1,EHD3,CLEC16A,RAB24,DYNLL2,TRIM46
STAM2,AL020996.1,HIST3H2A,RP11-178G16.4,SPSB1,BCR,CYTH2,MARCH1,RP11-131L23.1
CTNND1,TIMD4,CTD-3193K9.4,TIGD3,ANGPT2,APBB3,DNAJC27-AS1,HOXA9,STAP2
ZFAND4,CTD-2587H19.1,RABL6,RP11-348F1.2,ZNRF1,IL18BP,ZBED6CL,CENPF,CTSK
CRY2,RP11-98D18.3,ZNF165,CTD-3193K9.4,FRS3,LANCL1,MIEF2,SLC9A7,NETO2
FANCF,TULP2,AC025335.1,ITPKC,ALDH1B1,SEPHS2,TPST1,PIK3R6,RP5-943J3.2
TGFBRAP1,LINC00865,EDA,LINC00663,AC010761.8,ETV6,IGF1R,DONSON,CARD6
TTLL5,GPR157,CCL20,RP11-73K9.2,GPR174,CREBL2,MTOR,RAD51AP1,XYLT2
CTD-3185P2.1,ZNF84,PLXNA3,ZNF417,PHOSPHO2,COQ4,STRN,ZNF266,POLR3B
TSPAN15,ZNF433,EPHA4,SUV39H2,NPIPB4,XRCC6BP1,RP11-1017G21.5,JMJD1C,CTPS2
NSUN5,LIG4,ADAT2,IL12RB2,MPZ,C6orf62,FUK,SIGLEC7,ZNF79
GSTT1,CERKL,WAPAL,STK36,F12,COG2,GALE,NUB1,PPP5D1
URB1,PROS1,HEXDC,TUBD1,SPIN4,PTPLB,PSMC3IP,TLR10,MEOX1
HMGN5,AP003068.9,RP11-498P14.5,C19orf33,PGBD4,CCDC130,MYO6,CX3CR1,ZBTB6
MTMR2,RP11-359I18.5,ST3GAL3,SKIV2L2,NUP153,ANKDD1A,TDRKH,NAT6,C3
MSANTD3,RP11-793H13.10,SPIN3,NAP1L2,SLC25A15,PCGF3,SDSL,TRAPPC10,CSF1
PAM16,RP13-131K19.2,TVP23C,UCP3,RP11-158K1.3,RP11-69E11.4,HPS6,CYLD,ZNF696
HECTD3,FNBP1L,AC009299.3,SLCO4C1,AP001816.1,RP11-110I1.13,RAD51B,EHD1,EFCAB13
PODXL2,GUCA1B,C1orf172,TTTY15,ZBTB41,SDAD1,AMFR,BCL2,UTF1
RAD51D,USP12-AS2,PDP2,MYO1D,ARMCX6,ELP5,ZNF143,GIPC1,DISP1
AVPI1,RP11-805J14.5,ATAD3C,FANCE,AC109826.1,SULT1A4,IPO8,RFK,RP11-267N12.3
RP5-1065J22.8,PGLYRP2,FRMD4B,DIP2C,FOXO4,PDE1B,SLC33A1,SYNRG,EBI3
FBXO48,CTD-2571L23.8,RP11-474G23.2,EFCAB7,FKBP1C,RP11-338I21.1,SIRT3,PPP1R8,ITPRIPL1
GGH,SRGAP1,TFB2M,AC097713.4,ENDOD1,SIRPD,SLC35E1,BTG3,RP11-14N7.2
MYO6,RP6-206I17.1,RP11-176H8.1,RP11-383H13.1,SLC38A9,BRWD3,SLC38A6,PRR24,RP11-337C18.8
DHX35,DYX1C1,TMEM45B,RGL1,PGLYRP2,CIRH1A,TOPORS-AS1,TTC27,NAT14
SLC25A12,CTD-2651B20.3,WDR70,KLHL17,ATP2C1,PLEKHA2,TMEM86B,APLP2,TPRG1-AS1
R3HDM1,CABP7,PDE8A,FAM21A,CTD-2256P15.2,VTI1A,RAB11B-AS1,RASA2,RMI1
ZNF562,CTD-2033A16.3,MR1,COX19,NCDN,DHX15,FPGT,CCDC146,RP5-914P20.5
CCDC41,AC145110.1,NACA2,EZH1,TLCD1,RP11-262H14.4,TCAIM,OIP5,TMC4
MPZL3,CTD-2215E18.1,CBL,SARNP,RP11-108P20.1,RP11-138I1.4,SAP130,ACBD5,AGBL3
PKD1,DPEP3,KIAA1328,ZC3H13,LTC4S,LIMK1,TEX10,TRAF6,CLCN1
FAM200A,ZNF547,ZCCHC9,RP4-816N1.6,CLUH,C8orf33,NOP58,AIM2,LINC00092
CCDC84,C5orf27,RP5-882C2.2,SNX25,DHRS13,FAM134A,BBX,OPA1,FAN1
ARHGEF9,C1orf204,RETSAT,SNX21,MYSM1,HIST1H4J,CPSF4,RAB37,RP11-315I20.1
GIN1,RP11-305L7.7,SIN3A,RBBP8,BPNT1,APPL2,CTDNEP1,MPHOSPH8,RHOU
DLGAP3,AC006547.15,NECAP1,EIF5B,RABL5,LINC00910,SLC20A2,TFDP2,CLSPN
ZNF212,KLHL25,SLC2A11,PDIA5,FAM109A,ZGLP1,SLC25A26,FBXL5,VPS54
LRRC29,UXT-AS1,A1BG-AS1,BOD1L1,ZNF525,TMC8,CRYL1,NCLN,RP11-446N19.1
LSS,DNAJC28,TBC1D2B,CRB3,SDHAF2,IKZF5,CBLL1,IST1,FOCAD
B3GALTL,GDPGP1,PANX1,TOPORS,PHLPP2,SLC35A2,NEK7,HRASLS2,SBF2-AS1
ZNF589,LAMC1,CWF19L1,C17orf58,RP11-159D12.2,RRN3,LGALS8,VAC14,DOCK9-AS2
RP11-563N4.1,RP11-362K14.6,EIF4ENIF1,PPP1R3B,CTLA4,RNF19B,C4orf33,UTF1,SMAD1
DMTN,MMRN1,SERPINI1,KIAA1841,ARL4D,TBL1X,MAD1L1,KIAA2013,AC005306.3
FAM229B,FAM132A,NUDT9,DNAJC27-AS1,NDC80,KIAA2018,GRK5,DEPTOR,FAM174B
RDH13,CTD-2541M15.4,MAN1A2,AC007228.9,KCTD9,ZFAND4,EDEM3,BTLA,C12orf68
STAG3,CTD-3088G3.8,AC016629.8,IGF1R,ZNF785,FAM195B,CDK5RAP2,DST,ARL10
UNC119B,LYG1,SLA,NADK2,TAF4,ARV1,USP30-AS1,LIN7C,UBTD2
CALU,CTD-2023M8.1,CDK5RAP1,SNX24,DTHD1,EIF3J,TBXAS1,NAPG,ZNF860
AC007246.3,IL12A,MPV17L2,ZDHHC20,STOML1,CLN5,THUMPD2,PGRMC1,CR2
STRN3,FAM228A,CYB5R3,RP11-1017G21.5,LYRM7,HSDL1,CCDC93,ARHGAP22,CTD-2325M2.1
NF2,KCNE1L,DNAJC14,SOGA1,HERC6,ZNF701,PARP6,MSH2,RP3-322G13.5
PDPK1,CTD-2006K23.2,PYGB,AC115618.1,AHSA2,APOL1,NSMCE2,DMXL2,POU6F1
IGHMBP2,RP11-293A21.1,MT-ATP8,TRIM24,ZNF616,DYRK1B,ANKIB1,CSE1L,GMPPB
CATSPER2,RP11-1299A16.3,ALCAM,AL590452.1,IGSF22,RAB11FIP4,FAM219A,VARS,PTGS2
RP11-474G23.3,RP11-36B15.1,RP3-467N11.1,PIGW,PTCH2,TREM1,CEBPZ,MYBL1,ZNF564
ZNF519,RP11-6F2.5,PKIA,CENPBD1,RP1-40E16.12,ACTR10,CAD,ATL3,RP11-428J1.5
IGFBP4,TMEM220,POMT1,HAR1A,CLOCK,SENP7,TTC12,FAM214B,PRCD
DNAJC27-AS1,MYLPF,ZNF213,CYP51A1,SPTAN1,SRF,RNF31,RNF216,PIF1
ZNF726,C12orf5,RP11-452F19.3,ZFYVE1,TSC22D2,FTSJ3,CPD,EVI2B,SULT1B1
AL592284.1,ZNF776,ZNF189,KIAA0101,RP11-354P11.3,NUDCD2,SLC38A7,RP11-1094M14.11,TNFRSF12A
FER,FAM109A,DDX31,DFFB,TXLNG,GOLT1B,ZNF736,NFKBIB,NUDT13
ZCCHC14,GADD45GIP1,ERP27,PARP16,MCM2,PPP2R5D,ZER1,ACAP3,ARHGAP29
AL590452.1,P2RX5-TAX1BP3,RP11-661A12.7,ZNF574,FAM161B,FAM69A,PSEN2,VASH1,F2RL1
SIRT1,SERPINH1,TRNT1,KLF16,FANCL,CTDSPL2,RP11-1407O15.2,ATP5S,CTB-32O4.2
EGLN3,RP11-533E19.7,KRBA1,ZW10,ZNF17,BPNT1,GOT1,FAM20C,XKR6
LRRC27,ZRSR2,USP9Y,RP11-490O6.2,NFXL1,POLR1B,E2F1,MIS18A,RP11-481A20.11
RP11-532F6.3,PDLIM5,UBE2H,MROH1,OTUD6B,ST3GAL4,DCLRE1B,POLK,ZNF93
TRMT10A,TNKS,EVA1C,ESRRA,ZNF621,MTO1,AC132872.2,ADCK3,DHCR24
IFFO2,RDX,PFKFB3,POU5F2,ZCCHC18,CCNT1,RP11-301O19.1,RNF220,ARHGAP22
RELL1,BCKDHA,POLG,RP11-166P13.4,TRNAU1AP,HPS6,MIB1,SPAG5,RP11-705O1.8
PPP1R3B,KPNA6,DIS3,CLCF1,FUBP3,TRAPPC8,FAM193B,SEC61A2,CACNA1A
EME2,TOP2B,COX6A1,ZFP91,GPM6B,AFF4,MPP5,SSX2IP,MTX3
ZDHHC9,GIGYF1,SLC25A40,SMAD3,MSH6,PTPRO,LINC00115,CRYL1,FAM13A-AS1
SLC41A1,CLN8,PCNXL4,SFT2D3,CASP2,TRIM5,SNRNP25,SPA17,BAIAP3
IQCE,AMFR,INPP5K,PKD1,ZZZ3,BCAT1,ATP6V0C,PHF6,RP11-589C21.5
C8orf44,RMND5B,UFSP2,C5orf55,MON1A,CDKN2B,FAM120A,PELI1,LUCAT1
WDR47,DGKD,LRRC40,ARHGAP18,C4orf46,ANKLE1,KCTD2,TARBP2,ARL5B-AS1
FKRP,ADAM10,DHX8,NCOA6,POFUT1,BRCA2,SIN3A,AKT1S1,C12orf61
DDX43,NEK3,HINFP,ZNF746,MMAA,CXCL3,C10orf91,RGP1,CTD-3131K8.2
MPP6,ENHO,FBXL4,SYNE3,CDYL,CENPE,ST7,ZBTB48,LRRC7
TMEM180,PPP2R5E,CBX1,CBY1,GMEB2,UFSP1,MFSD9,PIGG,RP11-398C13.6
RP5-864K19.4,AMDHD2,XPNPEP3,SERTAD2,GPI,INO80B,THAP4,CYP2R1,LNX1
DGAT2,POM121C,NR2F6,CCDC41,ZNF737,CSTF2T,EXOC6,AAR2,KIF19
